timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av
2022-05-23,0.00196900,0.00318000,0.00155800,0.00165500,9371051865.00000000,1653350399999,16736861.02053100,92891,4433576514.00000000,7944222.05587800
2022-05-24,0.00165900,0.00289700,0.00159400,0.00225500,43154595879.00000000,1653436799999,100580808.97672800,462145,22355617402.00000000,52270876.95139300
2022-05-25,0.00225400,0.00254000,0.00186600,0.00194000,13999905939.00000000,1653523199999,29913672.71530100,165915,6709630379.00000000,14386257.60252500
2022-05-26,0.00194000,0.00197900,0.00160000,0.00162000,7759496882.00000000,1653609599999,13693493.00447500,70679,3556249536.00000000,6298825.22691200
2022-05-27,0.00162700,0.00179900,0.00155800,0.00161800,5527130405.00000000,1653695999999,9274813.18600000,44928,2663465765.00000000,4486315.53223100
2022-05-28,0.00161500,0.00174900,0.00136800,0.00148000,3178834774.00000000,1653782399999,5146981.54614600,29017,1406564742.00000000,2276985.25481200
2022-05-29,0.00148300,0.00151000,0.00133300,0.00146600,4643670516.00000000,1653868799999,6613609.92422200,43129,2088689754.00000000,2975650.01651900
2022-05-30,0.00146600,0.00154000,0.00137200,0.00139100,4135603670.00000000,1653955199999,5911662.00697900,34541,1791433317.00000000,2563802.64453800
2022-05-31,0.00139100,0.00139900,0.00119100,0.00126500,4378786529.00000000,1654041599999,5591720.21050200,36765,1929441434.00000000,2467182.01755200
2022-06-01,0.00126500,0.00126600,0.00098700,0.00103300,3877832904.00000000,1654127999999,4227038.88153100,25843,1691407378.00000000,1841792.26949300
2022-06-02,0.00103400,0.00127500,0.00091600,0.00114000,9665819150.00000000,1654214399999,10491022.73830000,51826,4785570787.00000000,5217937.87948400
2022-06-03,0.00114000,0.00128000,0.00101600,0.00105300,7622882265.00000000,1654300799999,8677565.28569100,45029,3618098896.00000000,4140576.65712000
2022-06-04,0.00105300,0.00124400,0.00103000,0.00105100,5979237433.00000000,1654387199999,6617113.26776100,26531,2605598061.00000000,2888595.96249700
2022-06-05,0.00105100,0.00106700,0.00098700,0.00100800,2073461936.00000000,1654473599999,2120986.82199400,11763,1009581316.00000000,1033958.87116000
2022-06-06,0.00100800,0.00108300,0.00098100,0.00100100,2577957054.00000000,1654559999999,2672381.51561900,12526,1124985359.00000000,1166998.65991600
2022-06-07,0.00100000,0.00100100,0.00089900,0.00093200,2439343269.00000000,1654646399999,2294889.30033100,13318,1010389220.00000000,949810.28047200
2022-06-08,0.00093400,0.00098300,0.00084700,0.00085600,3159378536.00000000,1654732799999,2876255.88507500,14512,1409943599.00000000,1288295.68077900
2022-06-09,0.00085600,0.00088800,0.00080600,0.00086700,2666279463.00000000,1654819199999,2256068.67428100,11666,1198723550.00000000,1015477.94723000
2022-06-10,0.00086600,0.00122000,0.00084600,0.00099000,21031834102.00000000,1654905599999,22017476.84432700,124261,10550418982.00000000,11077017.43359600
2022-06-11,0.00099100,0.00101800,0.00085100,0.00086600,3886517031.00000000,1654991999999,3571003.22784700,19113,1606573424.00000000,1479825.43793300
2022-06-12,0.00086500,0.00090800,0.00071300,0.00077800,4389296898.00000000,1655078399999,3495484.14996800,19056,2047306456.00000000,1632933.48866700
2022-06-13,0.00077900,0.00078900,0.00062200,0.00067000,5924972231.00000000,1655164799999,4115411.34676700,19946,2761157084.00000000,1919890.66676900
2022-06-14,0.00066800,0.00071400,0.00060100,0.00062800,3264060883.00000000,1655251199999,2161182.29935100,11441,1501413683.00000000,996198.40424500
2022-06-15,0.00062700,0.00066800,0.00054200,0.00064400,4833502490.00000000,1655337599999,2814014.76721600,15492,2165310054.00000000,1265958.34652500
2022-06-16,0.00064400,0.00066900,0.00055300,0.00056500,2171419777.00000000,1655423999999,1301770.68334400,9198,956617174.00000000,574689.62848100
2022-06-17,0.00056400,0.00068500,0.00047700,0.00054200,9580056209.00000000,1655510399999,5485586.72970900,21931,4492996964.00000000,2578667.80807600
2022-06-18,0.00054200,0.00055500,0.00045500,0.00049900,5525464858.00000000,1655596799999,2813309.21137600,16265,2582395379.00000000,1318705.07058800
2022-06-19,0.00049900,0.00053600,0.00047500,0.00052600,3617876745.00000000,1655683199999,1819270.97373000,11311,1748102554.00000000,880589.18473300
2022-06-20,0.00052800,0.00054200,0.00049500,0.00051600,3857764298.00000000,1655769599999,2007557.48818600,12557,1827073130.00000000,951225.63887700
2022-06-21,0.00051700,0.00056500,0.00050900,0.00052500,3971078729.00000000,1655855999999,2125533.80859100,13533,1887957232.00000000,1012136.58939500
2022-06-22,0.00052500,0.00052600,0.00048600,0.00049300,3157256013.00000000,1655942399999,1604383.57589800,11693,1515714696.00000000,769817.67116300
2022-06-23,0.00049300,0.00066700,0.00049100,0.00055800,11866740045.00000000,1656028799999,6989749.88359000,40364,6051065998.00000000,3585915.44189700
2022-06-24,0.00055700,0.00064800,0.00055500,0.00057100,7244260537.00000000,1656115199999,4343151.40746800,23703,3410767472.00000000,2048971.46998100
