timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av
2022-04-06,13.15000000,25.55000000,13.12000000,18.29000000,16204059.43300000,1649289599999,328989766.66526000,748434,8186821.64500000,166078265.94045000
2022-04-07,18.27000000,19.43000000,14.63000000,15.40000000,2926365.43600000,1649375999999,47869932.95774000,134333,1318354.95900000,21561700.23432000
2022-04-08,15.37000000,17.49000000,14.65000000,14.92000000,1850761.58600000,1649462399999,29613804.92408000,77415,859821.05000000,13815826.56556000
2022-04-09,14.92000000,15.86000000,13.81000000,14.39000000,720146.57400000,1649548799999,10630007.46802000,26781,302679.95700000,4473056.52466000
2022-04-10,14.39000000,14.54000000,12.88000000,13.36000000,852166.68000000,1649635199999,11675474.22636000,33116,398442.47300000,5463644.18426000
2022-04-11,13.36000000,13.55000000,11.12000000,11.42000000,639481.80900000,1649721599999,7805968.36258000,23867,283064.53700000,3462083.39720000
2022-04-12,11.42000000,12.99000000,11.30000000,12.06000000,642378.90300000,1649807999999,7780772.18905000,23249,302898.30600000,3671044.09751000
2022-04-13,12.06000000,13.50000000,11.95000000,12.27000000,809405.97500000,1649894399999,10271745.94092000,25961,384630.83100000,4882116.97276000
2022-04-14,12.27000000,12.77000000,11.34000000,11.43000000,443572.34500000,1649980799999,5330427.51055000,14525,214935.59200000,2585894.87034000
2022-04-15,11.44000000,11.95000000,10.98000000,11.08000000,389399.72500000,1650067199999,4452314.33121000,11725,179591.09300000,2053207.21535000
2022-04-16,11.08000000,11.50000000,10.73000000,11.23000000,321811.10600000,1650153599999,3578358.80776000,11518,154683.50500000,1723126.90222000
2022-04-17,11.22000000,14.48000000,11.14000000,12.02000000,2734564.41100000,1650239999999,35591307.98392000,106039,1358904.50300000,17704000.84856000
2022-04-18,12.01000000,12.44000000,11.16000000,12.23000000,872040.71200000,1650326399999,10157649.71895000,30458,398821.43700000,4645193.63739000
2022-04-19,12.25000000,13.43000000,12.03000000,12.46000000,1053325.85000000,1650412799999,13355633.65324000,38275,525287.75200000,6664187.50659000
2022-04-20,12.46000000,13.34000000,11.84000000,13.13000000,803008.98100000,1650499199999,9994915.68841000,29867,377935.02900000,4720882.10219000
2022-04-21,13.15000000,14.18000000,11.85000000,11.97000000,1062114.31200000,1650585599999,13976013.58445000,42640,450578.80100000,5963505.66577000
2022-04-22,11.97000000,12.38000000,11.37000000,11.63000000,345508.69700000,1650671999999,4121459.65424000,14700,166018.08800000,1982435.59537000
2022-04-23,11.64000000,11.98000000,11.29000000,11.51000000,210795.62000000,1650758399999,2443723.79519000,10719,101203.95500000,1175301.36487000
2022-04-24,11.54000000,11.90000000,11.17000000,11.44000000,181321.95400000,1650844799999,2094093.83127000,9378,80159.15600000,926511.90596000
2022-04-25,11.43000000,11.44000000,10.00000000,10.87000000,354113.50500000,1650931199999,3742832.84002000,12460,182501.74800000,1923522.27626000
2022-04-26,10.88000000,11.28000000,9.60000000,9.68000000,367146.79300000,1651017599999,3819154.64475000,13625,166979.93100000,1739034.70705000
2022-04-27,9.68000000,10.08000000,9.44000000,9.91000000,254381.10800000,1651103999999,2486637.48390000,10150,122545.33700000,1198842.28292000
2022-04-28,9.90000000,10.95000000,9.54000000,9.94000000,533309.29000000,1651190399999,5397295.67254000,18278,252597.75800000,2560196.89905000
2022-04-29,9.97000000,10.19000000,8.70000000,8.83000000,349915.22200000,1651276799999,3303622.02390000,11770,150239.25800000,1420828.30995000
2022-04-30,8.82000000,9.00000000,7.73000000,7.93000000,307632.49800000,1651363199999,2595835.15135000,8561,124095.58000000,1047941.45390000
2022-05-01,7.93000000,9.99000000,7.77000000,9.30000000,1005095.76000000,1651449599999,9183367.72312000,40341,523032.07200000,4795126.95982000
2022-05-02,9.25000000,10.00000000,8.59000000,8.89000000,478550.03400000,1651535999999,4458839.95139000,17959,220580.76300000,2060068.70662000
2022-05-03,8.89000000,9.50000000,8.89000000,9.00000000,149747.88900000,1651622399999,1378599.93333000,7296,67893.26800000,626019.22577000
2022-05-04,9.00000000,9.82000000,8.97000000,9.81000000,144914.09200000,1651708799999,1352125.17459000,7026,77823.79600000,727466.96899000
2022-05-05,9.81000000,11.86000000,9.80000000,11.28000000,1507950.65500000,1651795199999,16328117.56274000,75059,833340.24800000,9024075.22561000
2022-05-06,11.28000000,12.52000000,10.29000000,10.38000000,1473333.56100000,1651881599999,16740750.84786000,63452,767839.14500000,8747948.17051000
2022-05-07,10.40000000,12.49000000,10.27000000,11.77000000,954478.62400000,1651967999999,10971664.13179000,51749,510920.89100000,5867387.67020000
2022-05-08,11.76000000,12.18000000,10.31000000,10.37000000,626942.03900000,1652054399999,6991310.74493000,24407,300726.41100000,3357527.31153000
2022-05-09,10.37000000,10.49000000,9.11000000,9.13000000,513286.74800000,1652140799999,5084046.18366000,23667,260455.00500000,2574955.13543000
2022-05-10,9.12000000,10.47000000,9.00000000,10.40000000,615168.65800000,1652227199999,6155194.39811000,32911,328696.47700000,3285617.55367000
2022-05-11,10.40000000,11.43000000,8.16000000,8.41000000,1082795.08100000,1652313599999,10825623.34452000,43174,537247.26300000,5387969.59779000
2022-05-12,8.42000000,8.87000000,6.71000000,7.06000000,738373.29900000,1652399999999,5381253.98218000,19899,354810.27600000,2590204.73733000
2022-05-13,7.09000000,8.29000000,7.00000000,7.55000000,515556.66100000,1652486399999,4020825.33130000,11488,254859.62700000,1988343.61411000
2022-05-14,7.55000000,7.71000000,7.23000000,7.65000000,189662.01700000,1652572799999,1419258.37096000,5790,91135.46300000,682697.52333000
2022-05-15,7.64000000,8.50000000,7.48000000,8.47000000,197178.11900000,1652659199999,1551082.72419000,5235,96684.99400000,760475.88518000
2022-05-16,8.46000000,8.48000000,7.83000000,7.89000000,159910.84300000,1652745599999,1287551.74229000,4105,71694.57100000,576612.23531000
